"","Spectra from Area #1-Spectrum","Spectra from Area #1-Background","Spectra from Area #1-Modeled","Spectra from Area #1-Residual"
4.177500e+03,1.800000e+01,2.319922e+01,2.359510e+01,-5.595098e+00
4.182500e+03,1.800000e+01,2.315584e+01,2.357346e+01,-5.573460e+00
4.187500e+03,2.400000e+01,2.311245e+01,2.354867e+01,4.513283e-01
4.192500e+03,2.300000e+01,2.306907e+01,2.352023e+01,-5.202293e-01
4.197500e+03,2.100000e+01,2.302569e+01,2.348770e+01,-2.487703e+00
4.202500e+03,3.100000e+01,2.298231e+01,2.345078e+01,7.549221e+00
4.207500e+03,2.600000e+01,2.293895e+01,2.340927e+01,2.590729e+00
4.212500e+03,1.700000e+01,2.289558e+01,2.336312e+01,-6.363117e+00
4.217500e+03,2.100000e+01,2.285221e+01,2.331240e+01,-2.312401e+00
4.222500e+03,3.100000e+01,2.280885e+01,2.325734e+01,7.742659e+00
4.227500e+03,3.100000e+01,2.276549e+01,2.319827e+01,7.801725e+00
4.232500e+03,2.400000e+01,2.272215e+01,2.313565e+01,8.643475e-01
4.237500e+03,1.200000e+01,2.267879e+01,2.306999e+01,-1.106999e+01
4.242500e+03,1.900000e+01,2.263544e+01,2.300189e+01,-4.001890e+00
4.247500e+03,2.000000e+01,2.259210e+01,2.293198e+01,-2.931976e+00
4.252500e+03,1.700000e+01,2.254876e+01,2.286089e+01,-5.860888e+00
4.257500e+03,2.500000e+01,2.250543e+01,2.278924e+01,2.210756e+00
4.262500e+03,2.500000e+01,2.246210e+01,2.271763e+01,2.282368e+00
4.267500e+03,2.200000e+01,2.241877e+01,2.264657e+01,-6.465721e-01
4.272500e+03,2.900000e+01,2.237544e+01,2.257652e+01,6.423483e+00
4.277500e+03,2.700000e+01,2.233212e+01,2.250786e+01,4.492142e+00
4.282500e+03,1.300000e+01,2.228881e+01,2.244088e+01,-9.440882e+00
4.287500e+03,2.700000e+01,2.224549e+01,2.237580e+01,4.624205e+00
4.292500e+03,2.500000e+01,2.220218e+01,2.231273e+01,2.687265e+00
4.297500e+03,1.600000e+01,2.215888e+01,2.225175e+01,-6.251745e+00
4.302500e+03,1.700000e+01,2.211557e+01,2.219281e+01,-5.192814e+00
4.307500e+03,1.700000e+01,2.207227e+01,2.213589e+01,-5.135885e+00
4.312500e+03,2.700000e+01,2.202897e+01,2.208085e+01,4.919151e+00
4.317500e+03,1.700000e+01,2.198568e+01,2.202757e+01,-5.027567e+00
4.322500e+03,1.900000e+01,2.194240e+01,2.197588e+01,-2.975882e+00
4.327500e+03,2.000000e+01,2.189911e+01,2.192562e+01,-1.925617e+00
4.332500e+03,2.300000e+01,2.185583e+01,2.187660e+01,1.123402e+00
4.337500e+03,1.700000e+01,2.181255e+01,2.182867e+01,-4.828669e+00
4.342500e+03,2.000000e+01,2.176927e+01,2.178166e+01,-1.781662e+00
4.347500e+03,2.600000e+01,2.172601e+01,2.173543e+01,4.264570e+00
4.352500e+03,2.400000e+01,2.168274e+01,2.168984e+01,2.310163e+00
4.357500e+03,2.500000e+01,2.163947e+01,2.164477e+01,3.355230e+00
4.362500e+03,2.400000e+01,2.159621e+01,2.160012e+01,2.399879e+00
4.367500e+03,1.900000e+01,2.155295e+01,2.155581e+01,-2.555813e+00
4.372500e+03,2.300000e+01,2.150970e+01,2.151177e+01,1.488230e+00
4.377500e+03,3.000000e+01,2.146645e+01,2.146794e+01,8.532063e+00
4.382500e+03,1.900000e+01,2.142321e+01,2.142426e+01,-2.424261e+00
4.387500e+03,2.500000e+01,2.137996e+01,2.138070e+01,3.619301e+00
4.392500e+03,1.900000e+01,2.133672e+01,2.133724e+01,-2.337236e+00
4.397500e+03,2.100000e+01,2.129349e+01,2.129384e+01,-2.938404e-01
4.402500e+03,2.500000e+01,2.125025e+01,2.125049e+01,3.749506e+00
4.407500e+03,1.500000e+01,2.120703e+01,2.120703e+01,-6.207027e+00
4.412500e+03,1.900000e+01,2.116380e+01,2.116380e+01,-2.163803e+00
4.417500e+03,1.600000e+01,2.112058e+01,2.112058e+01,-5.120577e+00
4.422500e+03,2.100000e+01,2.107736e+01,2.107736e+01,-7.736015e-02
4.427500e+03,1.500000e+01,2.103415e+01,2.103415e+01,-6.034145e+00
4.432500e+03,1.500000e+01,2.099094e+01,2.099094e+01,-5.990938e+00
4.437500e+03,2.700000e+01,2.094773e+01,2.094773e+01,6.052269e+00
4.442500e+03,1.500000e+01,2.090453e+01,2.090453e+01,-5.904528e+00
4.447500e+03,3.300000e+01,2.086132e+01,2.086132e+01,1.213868e+01
4.452500e+03,1.100000e+01,2.081813e+01,2.082355e+01,-9.823545e+00
4.457500e+03,3.400000e+01,2.077493e+01,2.078284e+01,1.321716e+01
4.462500e+03,1.700000e+01,2.073175e+01,2.074317e+01,-3.743172e+00
4.467500e+03,2.500000e+01,2.068856e+01,2.070492e+01,4.295078e+00
4.472500e+03,2.300000e+01,2.064538e+01,2.066859e+01,2.331409e+00
4.477500e+03,2.300000e+01,2.060220e+01,2.063483e+01,2.365171e+00
4.482500e+03,2.500000e+01,2.055902e+01,2.060448e+01,4.395523e+00
4.487500e+03,2.100000e+01,2.051585e+01,2.057859e+01,4.214134e-01
4.492500e+03,2.700000e+01,2.047269e+01,2.055848e+01,6.441519e+00
4.497500e+03,2.300000e+01,2.042952e+01,2.054577e+01,2.454229e+00
4.502500e+03,2.300000e+01,2.038636e+01,2.054243e+01,2.457571e+00
4.507500e+03,2.200000e+01,2.034320e+01,2.055082e+01,1.449183e+00
4.512500e+03,1.700000e+01,2.030005e+01,2.057370e+01,-3.573698e+00
4.517500e+03,2.100000e+01,2.025690e+01,2.061428e+01,3.857231e-01
4.522500e+03,2.200000e+01,2.021375e+01,2.067620e+01,1.323805e+00
4.527500e+03,2.400000e+01,2.017061e+01,2.076352e+01,3.236481e+00
4.532500e+03,1.800000e+01,2.012747e+01,2.088067e+01,-2.880674e+00
4.537500e+03,1.500000e+01,2.008433e+01,2.103240e+01,-6.032402e+00
4.542500e+03,1.800000e+01,2.004120e+01,2.122360e+01,-3.223604e+00
4.547500e+03,1.600000e+01,1.999807e+01,2.145921e+01,-5.459206e+00
4.552500e+03,2.200000e+01,1.995495e+01,2.174396e+01,2.560444e-01
4.557500e+03,3.000000e+01,1.991183e+01,2.208220e+01,7.917805e+00
4.562500e+03,2.600000e+01,1.986870e+01,2.247758e+01,3.522419e+00
4.567500e+03,2.700000e+01,1.982559e+01,2.293281e+01,4.067188e+00
4.572500e+03,1.800000e+01,1.991198e+01,2.357880e+01,-5.578796e+00
4.577500e+03,3.000000e+01,1.999837e+01,2.428588e+01,5.714123e+00
4.582500e+03,1.900000e+01,2.008475e+01,2.505205e+01,-6.052046e+00
4.587500e+03,2.600000e+01,2.017114e+01,2.587321e+01,1.267853e-01
4.592500e+03,3.000000e+01,2.025753e+01,2.674305e+01,3.256954e+00
4.597500e+03,2.200000e+01,2.034392e+01,2.765287e+01,-5.652870e+00
4.602500e+03,3.500000e+01,2.043031e+01,2.859170e+01,6.408302e+00
4.607500e+03,3.200000e+01,2.051669e+01,2.954637e+01,2.453632e+00
4.612500e+03,3.800000e+01,2.060308e+01,3.050179e+01,7.498207e+00
4.617500e+03,2.300000e+01,2.068947e+01,3.144134e+01,-8.441336e+00
4.622500e+03,4.000000e+01,2.077586e+01,3.234731e+01,7.652695e+00
4.627500e+03,3.400000e+01,2.086224e+01,3.320154e+01,7.984619e-01
4.632500e+03,4.600000e+01,2.094863e+01,3.398605e+01,1.201395e+01
4.637500e+03,4.300000e+01,2.103502e+01,3.468373e+01,8.316273e+00
4.642500e+03,2.800000e+01,2.112141e+01,3.527902e+01,-7.279022e+00
4.647500e+03,3.700000e+01,2.120779e+01,3.575861e+01,1.241386e+00
4.652500e+03,4.100000e+01,2.129418e+01,3.611197e+01,4.888031e+00
4.657500e+03,2.400000e+01,2.138057e+01,3.633184e+01,-1.233184e+01
4.662500e+03,4.000000e+01,2.146696e+01,3.641455e+01,3.585449e+00
4.667500e+03,4.000000e+01,2.155334e+01,3.636021e+01,3.639786e+00
4.672500e+03,4.000000e+01,2.163973e+01,3.617268e+01,3.827316e+00
4.677500e+03,4.400000e+01,2.172612e+01,3.585941e+01,8.140591e+00
4.682500e+03,4.200000e+01,2.181251e+01,3.543107e+01,6.568932e+00
4.687500e+03,3.900000e+01,2.189890e+01,3.490113e+01,4.098873e+00
4.692500e+03,5.400000e+01,2.198528e+01,3.428523e+01,1.971477e+01
4.697500e+03,3.300000e+01,2.207167e+01,3.360056e+01,-6.005554e-01
4.702500e+03,3.400000e+01,2.215806e+01,3.286511e+01,1.134888e+00
4.707500e+03,2.500000e+01,2.224445e+01,3.209706e+01,-7.097057e+00
4.712500e+03,2.800000e+01,2.233083e+01,3.131404e+01,-3.314041e+00
4.717500e+03,3.000000e+01,2.241722e+01,3.053262e+01,-5.326233e-01
4.722500e+03,4.300000e+01,2.250361e+01,2.976780e+01,1.323220e+01
4.727500e+03,2.200000e+01,2.259000e+01,2.903263e+01,-7.032633e+00
4.732500e+03,4.200000e+01,2.267638e+01,2.833797e+01,1.366203e+01
4.737500e+03,3.100000e+01,2.276277e+01,2.769237e+01,3.307627e+00
4.742500e+03,2.200000e+01,2.284916e+01,2.710205e+01,-5.102047e+00
4.747500e+03,2.300000e+01,2.293555e+01,2.657097e+01,-3.570969e+00
4.752500e+03,2.600000e+01,2.306445e+01,2.614355e+01,-1.435547e-01
4.757500e+03,1.500000e+01,2.318945e+01,2.577345e+01,-1.077345e+01
4.762500e+03,3.500000e+01,2.331006e+01,2.545868e+01,9.541325e+00
4.767500e+03,2.200000e+01,2.342700e+01,2.519721e+01,-3.197210e+00
4.772500e+03,2.200000e+01,2.353931e+01,2.498438e+01,-2.984377e+00
4.777500e+03,3.100000e+01,2.364722e+01,2.481605e+01,6.183952e+00
4.782500e+03,2.200000e+01,2.375122e+01,2.468795e+01,-2.687948e+00
4.787500e+03,1.500000e+01,2.385059e+01,2.459442e+01,-9.594416e+00
4.792500e+03,2.800000e+01,2.394629e+01,2.453153e+01,3.468473e+00
4.797500e+03,2.100000e+01,2.403760e+01,2.449383e+01,-3.493834e+00
4.802500e+03,2.200000e+01,2.412427e+01,2.447668e+01,-2.476675e+00
4.807500e+03,2.400000e+01,2.420679e+01,2.447650e+01,-4.764996e-01
4.812500e+03,3.100000e+01,2.428540e+01,2.448993e+01,6.510071e+00
4.817500e+03,2.800000e+01,2.436011e+01,2.451378e+01,3.486216e+00
4.822500e+03,1.600000e+01,2.442993e+01,2.454434e+01,-8.544340e+00
4.827500e+03,2.200000e+01,2.449585e+01,2.458024e+01,-2.580242e+00
4.832500e+03,2.100000e+01,2.455713e+01,2.461881e+01,-3.618811e+00
4.837500e+03,1.900000e+01,2.461499e+01,2.465966e+01,-5.659658e+00
4.842500e+03,3.300000e+01,2.466821e+01,2.470026e+01,8.299736e+00
4.847500e+03,2.600000e+01,2.471704e+01,2.473983e+01,1.260172e+00
4.852500e+03,1.200000e+01,2.476172e+01,2.477777e+01,-1.277777e+01
4.857500e+03,2.400000e+01,2.480200e+01,2.481321e+01,-8.132057e-01
4.862500e+03,2.600000e+01,2.483862e+01,2.484637e+01,1.153629e+00
4.867500e+03,1.500000e+01,2.487036e+01,2.487036e+01,-9.870361e+00
4.872500e+03,1.700000e+01,2.489844e+01,2.489844e+01,-7.898438e+00
4.877500e+03,2.900000e+01,2.492188e+01,2.492188e+01,4.078125e+00
4.882500e+03,3.100000e+01,2.494116e+01,2.494116e+01,6.058838e+00
4.887500e+03,2.500000e+01,2.495679e+01,2.495679e+01,4.321289e-02
4.892500e+03,3.100000e+01,2.496729e+01,2.496729e+01,6.032715e+00
4.897500e+03,2.000000e+01,2.497412e+01,2.497412e+01,-4.974121e+00
4.902500e+03,3.000000e+01,2.497656e+01,2.497656e+01,5.023438e+00
4.907500e+03,2.000000e+01,2.497485e+01,2.497485e+01,-4.974854e+00
4.912500e+03,2.200000e+01,2.496875e+01,2.496875e+01,-2.968750e+00
4.917500e+03,2.500000e+01,2.495874e+01,2.495874e+01,4.125977e-02
4.922500e+03,3.300000e+01,2.494434e+01,2.494434e+01,8.055664e+00
4.927500e+03,3.500000e+01,2.492554e+01,2.492554e+01,1.007446e+01
4.932500e+03,2.300000e+01,2.490259e+01,2.490259e+01,-1.902588e+00
4.937500e+03,3.200000e+01,2.487549e+01,2.487549e+01,7.124512e+00
4.942500e+03,3.200000e+01,2.484448e+01,2.484448e+01,7.155518e+00
4.947500e+03,2.800000e+01,2.480859e+01,2.480859e+01,3.191406e+00
4.952500e+03,2.800000e+01,2.476904e+01,2.476904e+01,3.230957e+00
4.957500e+03,2.400000e+01,2.472485e+01,2.472485e+01,-7.248535e-01
4.962500e+03,1.300000e+01,2.467676e+01,2.467676e+01,-1.167676e+01
4.967500e+03,3.900000e+01,2.462476e+01,2.462476e+01,1.437524e+01
4.972500e+03,3.500000e+01,2.456787e+01,2.456787e+01,1.043213e+01
4.977500e+03,2.400000e+01,2.450708e+01,2.450708e+01,-5.070801e-01
4.982500e+03,2.600000e+01,2.444165e+01,2.444165e+01,1.558350e+00
4.987500e+03,2.500000e+01,2.437256e+01,2.437256e+01,6.274414e-01
4.992500e+03,3.200000e+01,2.429932e+01,2.429932e+01,7.700684e+00
4.997500e+03,2.300000e+01,2.422119e+01,2.422119e+01,-1.221191e+00
5.002500e+03,2.300000e+01,2.413940e+01,2.413940e+01,-1.139404e+00
5.007500e+03,2.500000e+01,2.405298e+01,2.405298e+01,9.470215e-01
5.012500e+03,2.000000e+01,2.396289e+01,2.396289e+01,-3.962891e+00
5.017500e+03,2.200000e+01,2.386768e+01,2.386768e+01,-1.867676e+00
5.022500e+03,2.100000e+01,2.376904e+01,2.376904e+01,-2.769043e+00
5.027500e+03,2.400000e+01,2.366577e+01,2.366577e+01,3.342285e-01
5.032500e+03,1.700000e+01,2.355835e+01,2.355835e+01,-6.558350e+00
5.037500e+03,2.000000e+01,2.344678e+01,2.344678e+01,-3.446777e+00
5.042500e+03,1.700000e+01,2.333105e+01,2.333105e+01,-6.331055e+00
5.047500e+03,2.100000e+01,2.321118e+01,2.321118e+01,-2.211182e+00
5.052500e+03,2.700000e+01,2.308691e+01,2.308691e+01,3.913086e+00
5.057500e+03,2.300000e+01,2.295850e+01,2.295850e+01,4.150391e-02
5.062500e+03,2.200000e+01,2.282544e+01,2.282544e+01,-8.254395e-01
5.067500e+03,1.600000e+01,2.268896e+01,2.268896e+01,-6.688965e+00
5.072500e+03,1.900000e+01,2.254785e+01,2.254785e+01,-3.547852e+00
5.077500e+03,2.700000e+01,2.240234e+01,2.240234e+01,4.597656e+00
5.082500e+03,1.600000e+01,2.225244e+01,2.225244e+01,-6.252441e+00
5.087500e+03,1.900000e+01,2.209888e+01,2.209888e+01,-3.098877e+00
5.092500e+03,1.500000e+01,2.194116e+01,2.194116e+01,-6.941162e+00
5.097500e+03,1.500000e+01,2.177856e+01,2.177901e+01,-6.779013e+00
5.102500e+03,1.900000e+01,2.161206e+01,2.161271e+01,-2.612705e+00
5.107500e+03,1.700000e+01,2.144116e+01,2.144208e+01,-4.442083e+00
5.112500e+03,2.800000e+01,2.126660e+01,2.126791e+01,6.732092e+00
5.117500e+03,2.800000e+01,2.108765e+01,2.108948e+01,6.910519e+00
5.122500e+03,1.100000e+01,2.090405e+01,2.090661e+01,-9.906609e+00
5.127500e+03,2.400000e+01,2.071655e+01,2.072009e+01,3.279915e+00
5.132500e+03,2.500000e+01,2.052441e+01,2.052925e+01,4.470745e+00
5.137500e+03,1.700000e+01,2.032886e+01,2.033544e+01,-3.335436e+00
5.142500e+03,2.100000e+01,2.012817e+01,2.013704e+01,8.629608e-01
5.147500e+03,1.800000e+01,1.992383e+01,1.993567e+01,-1.935675e+00
5.152500e+03,2.600000e+01,1.971533e+01,1.973103e+01,6.268969e+00
5.157500e+03,2.700000e+01,1.950195e+01,1.952259e+01,7.477413e+00
5.162500e+03,2.100000e+01,1.928516e+01,1.931205e+01,1.687954e+00
5.167500e+03,2.100000e+01,1.906348e+01,1.909823e+01,1.901772e+00
5.172500e+03,1.500000e+01,1.883813e+01,1.888267e+01,-3.882671e+00
5.177500e+03,2.300000e+01,1.860791e+01,1.866451e+01,4.335485e+00
5.182500e+03,3.100000e+01,1.837402e+01,1.844536e+01,1.255464e+01
5.187500e+03,2.500000e+01,1.838157e+01,1.859558e+01,6.404421e+00
5.192500e+03,2.800000e+01,1.838912e+01,1.886363e+01,9.136372e+00
5.197500e+03,2.000000e+01,1.839667e+01,1.905188e+01,9.481201e-01
5.202500e+03,2.700000e+01,1.840422e+01,1.930482e+01,7.695185e+00
5.207500e+03,2.500000e+01,1.841177e+01,1.964362e+01,5.356377e+00
5.212500e+03,2.400000e+01,1.841932e+01,2.009556e+01,3.904440e+00
5.217500e+03,1.800000e+01,1.842687e+01,2.069535e+01,-2.695354e+00
5.222500e+03,2.000000e+01,1.843442e+01,2.148679e+01,-1.486788e+00
5.227500e+03,2.900000e+01,1.844197e+01,2.252447e+01,6.475529e+00
5.232500e+03,2.700000e+01,1.844952e+01,2.387576e+01,3.124237e+00
5.237500e+03,1.800000e+01,1.845707e+01,2.562278e+01,-7.622780e+00
5.242500e+03,3.200000e+01,1.846461e+01,2.786442e+01,4.135578e+00
5.247500e+03,2.000000e+01,1.847216e+01,3.071827e+01,-1.071827e+01
5.252500e+03,3.500000e+01,1.847971e+01,3.432229e+01,6.777115e-01
5.257500e+03,2.700000e+01,1.848726e+01,3.883604e+01,-1.183604e+01
5.262500e+03,3.800000e+01,1.849481e+01,4.444130e+01,-6.441299e+00
5.267500e+03,3.700000e+01,1.850236e+01,5.134188e+01,-1.434188e+01
5.272500e+03,4.500000e+01,1.850991e+01,5.976225e+01,-1.476225e+01
5.277500e+03,4.400000e+01,1.851746e+01,6.994490e+01,-2.594490e+01
5.282500e+03,6.000000e+01,1.852501e+01,8.214619e+01,-2.214619e+01
5.287500e+03,5.100000e+01,1.853256e+01,9.663043e+01,-4.563043e+01
5.292500e+03,7.500000e+01,1.854011e+01,1.136622e+02,-3.866219e+01
5.297500e+03,7.400000e+01,1.854766e+01,1.334967e+02,-5.949672e+01
5.302500e+03,7.900000e+01,1.855521e+01,1.563687e+02,-7.736871e+01
5.307500e+03,9.600000e+01,1.856276e+01,1.824795e+02,-8.647948e+01
5.312500e+03,9.400000e+01,1.857030e+01,2.119830e+02,-1.179830e+02
5.317500e+03,1.280000e+02,1.857785e+01,2.449714e+02,-1.169714e+02
5.322500e+03,1.590000e+02,1.858540e+01,2.814604e+02,-1.224604e+02
5.327500e+03,1.940000e+02,1.859295e+01,3.213759e+02,-1.273759e+02
5.332500e+03,1.890000e+02,1.860050e+01,3.645411e+02,-1.755411e+02
5.337500e+03,2.430000e+02,1.860805e+01,4.106684e+02,-1.676684e+02
5.342500e+03,2.870000e+02,1.861560e+01,4.593523e+02,-1.723523e+02
5.347500e+03,3.330000e+02,1.862315e+01,5.100681e+02,-1.770681e+02
5.352500e+03,3.710000e+02,1.863070e+01,5.621758e+02,-1.911758e+02
5.357500e+03,4.030000e+02,1.863825e+01,6.149277e+02,-2.119277e+02
5.362500e+03,4.240000e+02,1.864580e+01,6.674835e+02,-2.434835e+02
5.367500e+03,5.540000e+02,1.865335e+01,7.189297e+02,-1.649297e+02
5.372500e+03,5.960000e+02,1.866090e+01,7.683046e+02,-1.723046e+02
5.377500e+03,6.490000e+02,1.866845e+01,8.146260e+02,-1.656260e+02
5.382500e+03,7.580000e+02,1.867599e+01,8.569243e+02,-9.892432e+01
5.387500e+03,7.810000e+02,1.868354e+01,8.942750e+02,-1.132750e+02
5.392500e+03,8.130000e+02,1.869109e+01,9.258328e+02,-1.128328e+02
5.397500e+03,8.110000e+02,1.869864e+01,9.508621e+02,-1.398621e+02
5.402500e+03,8.820000e+02,1.870619e+01,9.687669e+02,-8.676691e+01
5.407500e+03,9.810000e+02,1.871374e+01,9.791137e+02,1.886292e+00
5.412500e+03,9.730000e+02,1.872129e+01,9.816484e+02,-8.648438e+00
5.417500e+03,1.010000e+03,1.872884e+01,9.763078e+02,3.369220e+01
5.422500e+03,9.890000e+02,1.873639e+01,9.632215e+02,2.577850e+01
5.427500e+03,9.830000e+02,1.874394e+01,9.427064e+02,4.029364e+01
5.432500e+03,1.034000e+03,1.875149e+01,9.152545e+02,1.187455e+02
5.437500e+03,1.016000e+03,1.875904e+01,8.815130e+02,1.344870e+02
5.442500e+03,1.049000e+03,1.876659e+01,8.422592e+02,2.067408e+02
5.447500e+03,9.240000e+02,1.877414e+01,7.983698e+02,1.256302e+02
5.452500e+03,8.960000e+02,1.878168e+01,7.507900e+02,1.452100e+02
5.457500e+03,8.530000e+02,1.878923e+01,7.004984e+02,1.525016e+02
5.462500e+03,8.010000e+02,1.879678e+01,6.484749e+02,1.525251e+02
5.467500e+03,7.480000e+02,1.880433e+01,5.956691e+02,1.523309e+02
5.472500e+03,7.230000e+02,1.881188e+01,5.429736e+02,1.800264e+02
5.477500e+03,6.890000e+02,1.881943e+01,4.912003e+02,1.977997e+02
5.482500e+03,6.060000e+02,1.882698e+01,4.410624e+02,1.649376e+02
5.487500e+03,5.450000e+02,1.883453e+01,3.931626e+02,1.518374e+02
5.492500e+03,5.160000e+02,1.884208e+01,3.479856e+02,1.680144e+02
5.497500e+03,4.770000e+02,1.884963e+01,3.058968e+02,1.711032e+02
5.502500e+03,3.810000e+02,1.885718e+01,2.671453e+02,1.138547e+02
5.507500e+03,3.390000e+02,1.886473e+01,2.318715e+02,1.071285e+02
5.512500e+03,2.850000e+02,1.887228e+01,2.001175e+02,8.488254e+01
5.517500e+03,2.580000e+02,1.887983e+01,1.718383e+02,8.616165e+01
5.522500e+03,2.170000e+02,1.888737e+01,1.469185e+02,7.008148e+01
5.527500e+03,2.130000e+02,1.889492e+01,1.251849e+02,8.781506e+01
5.532500e+03,1.710000e+02,1.890247e+01,1.064220e+02,6.457805e+01
5.537500e+03,1.430000e+02,1.891002e+01,9.038432e+01,5.261568e+01
5.542500e+03,1.190000e+02,1.891757e+01,7.681190e+01,4.218810e+01
5.547500e+03,1.140000e+02,1.892512e+01,6.543677e+01,4.856323e+01
5.552500e+03,8.300000e+01,1.893267e+01,5.599487e+01,2.700513e+01
5.557500e+03,7.400000e+01,1.894022e+01,4.823235e+01,2.576765e+01
5.562500e+03,5.400000e+01,1.894777e+01,4.191098e+01,1.208902e+01
5.567500e+03,5.100000e+01,1.895532e+01,3.681180e+01,1.418820e+01
5.572500e+03,5.900000e+01,1.896287e+01,3.273729e+01,2.626271e+01
5.577500e+03,4.300000e+01,1.897042e+01,2.951235e+01,1.348765e+01
5.582500e+03,3.200000e+01,1.897797e+01,2.698424e+01,5.015759e+00
5.587500e+03,3.900000e+01,1.898552e+01,2.502167e+01,1.397833e+01
5.592500e+03,3.600000e+01,1.899306e+01,2.351342e+01,1.248658e+01
5.597500e+03,3.000000e+01,1.900061e+01,2.236655e+01,7.633450e+00
5.602500e+03,2.500000e+01,1.900816e+01,2.150439e+01,3.495611e+00
5.607500e+03,2.000000e+01,1.901571e+01,2.086451e+01,-8.645058e-01
5.612500e+03,2.600000e+01,1.902326e+01,2.039667e+01,5.603329e+00
5.617500e+03,2.100000e+01,1.903081e+01,2.006096e+01,9.390430e-01
5.622500e+03,2.000000e+01,1.903836e+01,1.982599e+01,1.740131e-01
5.627500e+03,2.900000e+01,1.904591e+01,1.957405e+01,9.425955e+00
5.632500e+03,1.700000e+01,1.905346e+01,1.924629e+01,-2.246286e+00
5.637500e+03,2.100000e+01,1.906101e+01,1.928685e+01,1.713152e+00
5.642500e+03,2.300000e+01,1.906856e+01,1.933098e+01,3.669020e+00
5.647500e+03,1.300000e+01,1.907611e+01,1.937864e+01,-6.378637e+00
5.652500e+03,2.400000e+01,1.908366e+01,1.942968e+01,4.570320e+00
5.657500e+03,2.500000e+01,1.909121e+01,1.948386e+01,5.516144e+00
5.662500e+03,1.600000e+01,1.909875e+01,1.954081e+01,-3.540810e+00
5.667500e+03,1.700000e+01,1.910630e+01,1.960006e+01,-2.600060e+00
5.672500e+03,2.000000e+01,1.911385e+01,1.966101e+01,3.389874e-01
5.677500e+03,2.400000e+01,1.912140e+01,1.972297e+01,4.277031e+00
5.682500e+03,2.700000e+01,1.912895e+01,1.978513e+01,7.214872e+00
5.687500e+03,1.900000e+01,1.913650e+01,1.984661e+01,-8.466072e-01
5.692500e+03,2.700000e+01,1.914405e+01,1.990647e+01,7.093531e+00
5.697500e+03,3.500000e+01,1.915160e+01,1.996374e+01,1.503626e+01
5.702500e+03,1.700000e+01,1.915915e+01,2.001744e+01,-3.017441e+00
5.707500e+03,2.400000e+01,1.916670e+01,2.006662e+01,3.933378e+00
5.712500e+03,2.300000e+01,1.917425e+01,2.011039e+01,2.889606e+00
5.717500e+03,2.900000e+01,1.918180e+01,2.018646e+01,8.813543e+00
5.722500e+03,2.400000e+01,1.918935e+01,2.023319e+01,3.766809e+00
5.727500e+03,2.100000e+01,1.919690e+01,2.027861e+01,7.213898e-01
5.732500e+03,2.700000e+01,1.920444e+01,2.032442e+01,6.675579e+00
5.737500e+03,2.400000e+01,1.921199e+01,2.037312e+01,3.626883e+00
5.742500e+03,3.700000e+01,1.921954e+01,2.042812e+01,1.657188e+01
5.747500e+03,2.200000e+01,1.922709e+01,2.049397e+01,1.506029e+00
5.752500e+03,1.700000e+01,1.923464e+01,2.057646e+01,-3.576456e+00
5.757500e+03,2.200000e+01,1.924219e+01,2.068285e+01,1.317154e+00
5.762500e+03,1.800000e+01,1.924974e+01,2.082206e+01,-2.822062e+00
5.767500e+03,2.300000e+01,1.925729e+01,2.100488e+01,1.995115e+00
5.772500e+03,2.400000e+01,1.926484e+01,2.124414e+01,2.755859e+00
5.777500e+03,2.400000e+01,1.927239e+01,2.155489e+01,2.445107e+00
5.782500e+03,2.700000e+01,1.927994e+01,2.195457e+01,5.045427e+00
5.787500e+03,2.900000e+01,1.928749e+01,2.246309e+01,6.536911e+00
5.792500e+03,3.200000e+01,1.929504e+01,2.310286e+01,8.897139e+00
5.797500e+03,4.200000e+01,1.930259e+01,2.389876e+01,1.810124e+01
5.802500e+03,3.800000e+01,1.931013e+01,2.487796e+01,1.312204e+01
5.807500e+03,4.600000e+01,1.931768e+01,2.606959e+01,1.993041e+01
5.812500e+03,4.300000e+01,1.932523e+01,2.750431e+01,1.549569e+01
5.817500e+03,4.300000e+01,1.933278e+01,2.921369e+01,1.378631e+01
5.822500e+03,6.100000e+01,1.934033e+01,3.122931e+01,2.977069e+01
5.827500e+03,5.700000e+01,1.934788e+01,3.358183e+01,2.341817e+01
5.832500e+03,6.500000e+01,1.935543e+01,3.629973e+01,2.870027e+01
5.837500e+03,6.700000e+01,1.936298e+01,3.940798e+01,2.759202e+01
5.842500e+03,6.800000e+01,1.937053e+01,4.292651e+01,2.507349e+01
5.847500e+03,8.200000e+01,1.937808e+01,4.686868e+01,3.513132e+01
5.852500e+03,9.200000e+01,1.938563e+01,5.123965e+01,4.076035e+01
5.857500e+03,8.700000e+01,1.939318e+01,5.603485e+01,3.096515e+01
5.862500e+03,1.140000e+02,1.940073e+01,6.123862e+01,5.276138e+01
5.867500e+03,1.220000e+02,1.940828e+01,6.682300e+01,5.517700e+01
5.872500e+03,1.400000e+02,1.941582e+01,7.274695e+01,6.725305e+01
5.877500e+03,1.280000e+02,1.942337e+01,7.895592e+01,4.904408e+01
5.882500e+03,1.440000e+02,1.943092e+01,8.538194e+01,5.861806e+01
5.887500e+03,1.430000e+02,1.943847e+01,9.194424e+01,5.105576e+01
5.892500e+03,1.540000e+02,1.944602e+01,9.855050e+01,5.544950e+01
